code;name
96;Other personal services
97;Activities of households as employers of domestic personnel
98;Undifferentiated goods- and services-producing activities of private households for own use
99;Activities of extra-territorial organizations and bodies
01.1;Non-permanent crops
01.2;Permanent crops
01.3;Plant breeding
01.4;Animal production
01.5;Associated crop and livestock farming
01.6;Agricultural support activities and primary crop processing
01.7;Hunting, trapping and related services
02.1;Forestry and other forestry activities
02.2;Forest harvesting
02.3;Harvesting of wild-growing non-timber forest products
02.4;Forestry support services
03.1;Fishing
03.2;Aquaculture
05.1;Hard coal mining
05.2;Lignite mining
06.1;Crude oil extraction
06.2;Natural gas extraction
07.1;Iron ore mining
07.2;Extraction of non-ferrous ores
08.1;Mining of stone, sand and clay
08.9;Mining and quarrying n.e.c.
09.1;Support activities for petroleum and natural gas extraction
09.9;Support activities for other mining and quarrying
10.1;Processing and preserving of meat and preparation of meat products
10.2;Processing and preserving of fish, crustaceans and mollusks
10.3;Processing and preserving of fruit and vegetables
10.4;Manufacture of vegetable and animal oils and fats
10.5;Manufacture of dairy products
10.6;"Grain processing; manufacture of starch products"
10.7;Manufacture of bakery and pasta products
10.8;Manufacture of other food products
10.9;Manufacture of animal feed
11.0;Manufacture of beverages
12.0;Manufacture of tobacco products
13.1;Textile fiber preparation and spinning
13.2;Weaving
13.3;Textile finishing
13.9;Manufacture of other textiles
14.1;Manufacture of wearing apparel, except fur apparel
14.2;Manufacture of fur articles
14.3;Manufacture of knitted and crocheted goods
15.1;"Finishing and tanning of leather; preparation and dyeing of furs; manufacture of travel goods, leather goods and saddlery"
15.2;Shoe manufacturing
16.1;Sawing and planing of wood
16.2;Manufacture of articles of wood, cork, basketry and straw goods
17.1;Manufacture of pulp, paper and paperboard
17.2;Manufacture of articles of paper and paperboard
18.1;Printing and related services
18.2;Reproduction of recordings
19.1;Coking
19.2;Petroleum refining
20.1;Manufacture of basic chemicals, nitrogen products and fertilizers, basic plastics and synthetic rubber
20.2;Manufacture of pesticides and other agrochemicals
20.3;Manufacture of paints, varnishes, inks and mastics
20.4;Manufacture of soaps, cleaning products and perfumes
20.5;Manufacture of other chemical products
20.6;Manufacture of man-made fibres
21.1;Manufacture of basic pharmaceutical products
21.2;Manufacture of pharmaceutical preparations
22.1;Manufacture of rubber products
22.2;Manufacture of plastic products
23.1;Manufacture of glass and glassware
23.2;Manufacture of refractory products
23.3;Manufacture of clay building materials
23.4;Manufacture of other ceramic and porcelain products
23.5;Manufacture of cement, lime and plaster
23.6;Manufacture of concrete, cement and plaster products
23.7;Stone cutting, shaping and finishing
23.9;Manufacture of abrasive products and non-metallic mineral products n.e.c.
24.1;Iron and steel industry
24.2;Manufacture of steel tubes, pipes, hollow sections and related accessories
24.3;Manufacture of other primary steel products
24.4;Production of precious and other non-ferrous metals
24.5;Foundry
25.1;Manufacture of metal components for construction
25.2;Manufacture of metal tanks, cisterns and containers
25.3;Manufacture of steam generators, except central heating boilers
25.4;Manufacture of arms and ammunition
25.5;"Forging, pressing, stamping; powder metallurgy"
25.6;"Metal treatment and coating; machining"
25.7;Manufacture of cutlery, tools and hardware
25.9;Manufacture of other metal products
26.1;Manufacture of electronic components and boards
26.2;Manufacture of computers and peripheral equipment
26.3;Manufacture of communications equipment
26.4;Manufacture of consumer electronics
26.5;"Manufacture of measuring, testing and navigating instruments and apparatus; watches and clocks"
26.6;Manufacture of medical irradiation equipment, electromedical and electrotherapeutic equipment
26.7;Manufacture of optical and photographic equipment
26.8;Manufacture of magnetic and optical media
27.1;Manufacture of electric motors, generators, transformers and electrical distribution and control equipment
27.2;Manufacture of batteries and accumulators
27.3;Manufacture of wires and cables and electrical installation equipment
27.4;Manufacture of electric lighting equipment
27.5;Manufacture of domestic appliances
27.9;Manufacture of other electrical equipment
28.1;Manufacture of general-purpose machinery
28.2;Manufacture of other general-purpose machinery
28.3;Manufacture of agricultural and forestry machinery
28.4;Manufacture of metal forming machinery and machine tools
28.9;Manufacture of other special-purpose machinery
29.1;Manufacture of motor vehicles
29.2;Manufacture of bodies and trailers
29.3;Manufacture of automotive equipment
30.1;Shipbuilding
30.2;Construction of locomotives and other rolling stock
30.3;Aerospace construction
30.4;Manufacture of military combat vehicles
30.9;Manufacture of transport equipment n.e.c.
31.0;Manufacture of furniture
32.1;Manufacture of jewelry and similar articles
32.2;Manufacture of musical instruments
32.3;Manufacture of sporting goods
32.4;Manufacture of toys and games
32.5;Manufacture of medical and dental instruments and supplies
32.9;Manufacturing activities n.e.c.
33.1;Repair of fabricated metal products, machinery and equipment
33.2;Installation of industrial machinery and equipment
35.1;Electricity generation, transmission and distribution
35.2;Production and distribution of gaseous fuels
35.3;Steam and air conditioning production and distribution
36.0;Water collection, treatment and distribution
37.0;Wastewater collection and treatment
38.1;Waste collection
38.2;Waste treatment and disposal
38.3;Recycling
39.0;Pollution control and other waste management services
41.1;Real estate development
41.2;Construction of residential and non-residential buildings
42.1;Road and rail construction
42.2;Network and line construction
42.9;Construction of other civil engineering works
43.1;Demolition and site preparation
43.2;Electrical, plumbing and other installation work
43.3;Finishing work
43.9;Other specialized construction work
45.1;Motor vehicle trade
45.2;Motor vehicle maintenance and repair
45.3;Sale of automotive equipment
45.4;Motorcycle trade and repair
46.1;Wholesale intermediaries
46.2;Wholesale of agricultural raw materials and live animals
46.3;Wholesale of food, beverages and tobacco
46.4;Wholesale of household goods
46.5;Wholesale of information and communication equipment
46.6;Wholesale of other industrial equipment
46.7;Other specialized wholesale
46.9;Non-specialized wholesale
47.1;Retail sale in non-specialized stores
47.2;Food retailing in specialized stores
47.3;Retail sale of fuels in specialized stores
47.4;Retail sale of information and communication equipment in specialized stores
47.5;Retail sale of other household equipment in specialized stores
47.6;Retail sale of cultural and leisure goods in specialized stores
47.7;Other specialized store retailing
47.8;Stall and market retailing
47.9;Non-store, stall and market retailing
49.1;Intercity passenger rail transport
49.2;Freight rail transport
49.3;Other passenger land transport
49.4;Road freight transport and removal services
49.5;Pipeline transport
50.1;Maritime and coastal passenger transport
50.2;Sea and coastal freight transport
50.3;River passenger transport
50.4;River freight transport
51.1;Passenger air transport
51.2;Air freight and space transportation
52.1;Warehousing and storage
52.2;Auxiliary transport services
53.1;Postal activities as part of a universal service obligation
53.2;Other postal and courier activities
55.1;Hotels and similar accommodation
55.2;Tourist accommodation and other short-term accommodation
55.3;Camping grounds and parks for caravans or recreational vehicles
55.9;Other accommodation
56.1;Restaurants and mobile food services
56.2;Catering and other food services
56.3;Drinks outlets
58.1;Book and periodical publishing and other publishing activities
58.2;Software publishing
59.1;Motion picture, video and television activities
59.2;Sound recording and music publishing
60.1;Radio program publishing and broadcasting
60.2;Television programming and broadcasting
61.1;Wired telecommunications
61.2;Wireless telecommunications
61.3;Satellite telecommunications
61.9;Other telecommunications activities
62.0;Programming, consulting and other IT activities
63.1;"Data processing, hosting and related activities; Internet portals"
63.9;Other information services
64.1;Monetary intermediation
64.2;Holding company activities
64.3;Investment funds and similar financial entities
64.9;Other financial services activities, excluding insurance and pension funds
65.1;Insurance
65.2;Reinsurance
65.3;Pension funds
66.1;Activities auxiliary to financial services, except insurance and pension funding
66.2;Activities auxiliary to insurance and pension funding
66.3;Fund management
68.1;Activities of real estate agents
68.2;Rental and operation of owned or leased real estate
68.3;Real estate activities on behalf of third parties
69.1;Legal activities
69.2;Accounting activities
70.1;Head office activities
70.2;Management consulting
71.1;Architectural and engineering activities
71.2;Technical testing and analysis
72.1;Research and development in physical and natural sciences
72.2;Research and development in human and social sciences
73.1;Advertising
73.2;Market research and surveys
74.1;Specialized design activities
74.2;Photographic activities
74.3;Translation and interpreting
74.9;Other professional, scientific and technical activities n.e.c.
75.0;Veterinary activities
77.1;Renting and leasing of motor vehicles
77.2;Renting and leasing of personal and household goods
77.3;Renting and leasing of other machinery, equipment and goods
77.4;Rental and leasing of intellectual property and similar products, except copyrighted works
78.1;Activities of employment agencies
78.2;Activities of temporary employment agencies
78.3;Other provision of human resources
79.1;Activities of travel agencies and tour operators
79.9;Other reservation services and related activities
80.1;Private security activities
80.2;Security systems activities
80.3;Investigation activities
81.1;Combined building support activities
81.2;Cleaning services
81.3;Landscaping services
82.1;Administrative activities
82.2;Call center activities
82.3;Trade fair and convention organization
82.9;Business support activities n.e.c.
84.1;General, economic and social administration
84.2;Public services
84.3;Compulsory social security
85.1;Pre-primary education
85.2;Primary education
85.3;Secondary education
85.4;Higher and post-secondary non-tertiary education
85.5;Other education activities
85.6;Educational support activities
86.1;Hospital activities
86.2;Activity of doctors and dentists
86.9;Other human health activities
87.1;Residential care
87.2;Social housing for mentally handicapped, mentally ill and drug addicts
87.3;Residential care for the elderly and physically handicapped
87.9;Other social accommodation activities
88.1;Social work without accommodation for the elderly and disabled
88.9;Other social work without accommodation
90.0;Creative, artistic and entertainment activities
91.0;Libraries, archives, museums and other cultural activities
92.0;Gambling and betting activities
93.1;Sports-related activities
93.2;Recreational and leisure activities
94.1;Activities of business, employers' and professional organizations
94.2;Activities of trade unions
94.9;Activities of other membership organizations
95.1;Repair of computers and communications equipment
95.2;Repair of personal and household goods
96.0;Other personal services
97.0;Activities of households as employers of domestic personnel
98.1;Undifferentiated goods-producing activities of private households for own use
98.2;Undifferentiated goods-producing activities of private households for own use
99.0;Activities of extra-territorial organizations and bodies
01.11;Growing of cereals (except rice), pulses and oil seeds
01.12;Rice growing
01.13;Growing of vegetables, melons, roots and tubers
01.14;Growing of sugar cane
01.15;Tobacco growing
01.16;Fiber crops
01.19;Other non-permanent crops
01.21;Grape growing
01.22;Growing tropical and subtropical fruits
01.23;Citrus growing
01.24;Pome and stone fruit growing
01.25;Growing of other tree and bush fruits and nuts
01.26;Growing of oleaginous fruits
01.27;Growing of beverage plants
01.28;Growing of spices, aromatic, medicinal and pharmaceutical plants
01.29;Other permanent crops
01.30;Plant breeding
01.41;Dairy cow farming
01.42;Raising of other cattle and buffaloes
01.43;Horse and other equine breeding
01.44;Camel and other camelid breeding
01.45;Sheep and goat farming
01.46;Pig farming
01.47;Poultry farming
01.49;Other animal husbandry
01.50;Associated crop and livestock farming
01.61;Support activities for crop production
01.62;Animal production support activities
01.63;Primary crop processing
01.64;Seed processing
01.70;Hunting, trapping and related services
02.10;Forestry and other forestry activities
02.20;Forest harvesting
02.30;Harvesting of wild-growing non-timber forest products
02.40;Forestry support services
03.11;Sea fishing
03.12;Freshwater fishing
03.21;Marine aquaculture
03.22;Freshwater aquaculture
05.10;Hard coal mining
05.20;Lignite mining
06.10;Crude oil extraction
06.20;Natural gas extraction
07.10;Iron ore mining
07.21;Uranium and thorium ore mining
07.29;Mining of other non-ferrous metal ores
08.11;Quarrying of ornamental and building stone, industrial limestone, gypsum, chalk and slate
08.12;Mining of gravel and sand pits, clays and kaolin
08.91;Extraction of chemical minerals and mineral fertilizers
08.92;Peat extraction
08.93;Salt production
08.99;Other mining and quarrying n.e.c.
09.10;Support activities for petroleum and natural gas extraction
09.90;Support activities for other mining and quarrying
10.11;Meat processing and preserving
10.12;Processing and preserving of poultry meat
10.13;Preparation of meat products
10.20;Processing and preserving of fish, crustaceans and mollusks
10.31;Potato processing and preservation
10.32;Preparation of fruit and vegetable juices
10.39;Other fruit and vegetable processing and preservation
10.41;Manufacture of oils and fats
10.42;Manufacture of margarine and similar edible fats
10.51;Operation of dairies and manufacture of cheese
10.52;Ice cream and sherbet manufacture
10.61;Grain processing
10.62;Manufacture of starch products
10.71;Bread and fresh pastry manufacture
10.72;Manufacture of cookies, rusks and preserved pastries
10.73;Pasta manufacture
10.81;Sugar manufacture
10.82;Manufacture of cocoa, chocolate and confectionery products
10.83;Tea and coffee processing
10.84;Manufacture of condiments and seasonings
10.85;Manufacture of prepared meals
10.86;Manufacture of homogenized and dietetic foods
10.89;Manufacture of other food products n.e.c.
10.91;Manufacture of farm animal feeds
10.92;Manufacture of pet food
11.01;Production of distilled alcoholic beverages
11.02;Manufacture of wine (from grapes)
11.03;Manufacture of cider and fruit wines
11.04;Production of other non-distilled fermented beverages
11.05;Beer production
11.06;Malt production
11.07;Mineral and other bottled waters and soft drinks industry
12.00;Manufacture of tobacco products
13.10;Textile fiber preparation and spinning
13.20;Weaving
13.30;Textile finishing
13.91;Manufacture of knitted and crocheted fabrics
13.92;Manufacture of textile articles, except apparel
13.93;Manufacture of carpets and rugs
13.94;Manufacture of twine, cordage and netting
13.95;Manufacture of non-wovens, except apparel
13.96;Manufacture of other technical and industrial textiles
13.99;Manufacture of other textiles n.e.c.
14.11;Manufacture of leather clothing
14.12;Manufacture of workwear
14.13;Manufacture of outerwear
14.14;Manufacture of underwear
14.19;Manufacture of other wearing apparel and accessories
14.20;Manufacture of fur articles
14.31;Manufacture of knitted and crocheted footwear
14.39;Manufacture of other knitted and crocheted goods
15.11;"Finishing and tanning of leather; preparation and dyeing of furs"
15.12;Manufacture of travel goods, leather goods and saddlery
15.20;Manufacture of footwear
16.10;Sawing and planing of wood
16.21;Veneer and wood panel manufacturing
16.22;Manufacture of assembled parquet flooring
16.23;Manufacture of carpentry and other joinery
16.24;Manufacture of wooden packaging
16.29;"Manufacture of various wooden articles; manufacture of cork, basketwork and straw goods"
17.11;Manufacture of paper pulp
17.12;Manufacture of paper and paperboard
17.21;Manufacture of corrugated paper and board and paper or board packaging
17.22;Manufacture of sanitary and household paper products
17.23;Manufacture of stationery
17.24;Manufacture of wallpaper
17.29;Manufacture of other articles of paper and paperboard
18.11;Newspaper printing
18.12;Other commercial printing
18.13;Pre-press activities
18.14;Bookbinding and related activities
18.20;Reproduction of recordings
19.10;Coking
19.20;Oil refining
20.11;Manufacture of industrial gases
20.12;Manufacture of dyes and pigments
20.13;Manufacture of other basic inorganic chemicals
20.14;Manufacture of other basic organic chemicals
20.15;Manufacture of nitrogen products and fertilizers
20.16;Manufacture of basic plastics
20.17;Manufacture of synthetic rubber
20.20;Manufacture of pesticides and other agrochemicals
20.30;Manufacture of paints, varnishes, inks and mastics
20.41;Manufacture of soaps, detergents and cleaning products
20.42;Manufacture of perfumes and toiletries
20.51;Manufacture of explosives
20.52;Manufacture of glues
20.53;Manufacture of essential oils
20.59;Manufacture of other chemical products n.e.c.
20.60;Manufacture of man-made fibres
21.10;Manufacture of basic pharmaceutical products
21.20;Manufacture of pharmaceutical preparations
22.11;Manufacture and retreading of tires
22.19;Manufacture of other rubber products
22.21;Manufacture of plastic plates, sheets, tubes and profiles
22.22;Manufacture of plastic packaging
22.23;Manufacture of plastic building components
22.29;Manufacture of other plastic articles
23.11;Manufacture of flat glass
23.12;Shaping and processing of flat glass
23.13;Manufacture of hollow glass
23.14;Manufacture of glass fibers
23.19;Manufacture and processing of other glass products, including technical glass
23.20;Manufacture of refractory products
23.31;Manufacture of ceramic tiles
23.32;Manufacture of clay bricks, tiles and construction products
23.41;Manufacture of ceramic articles for domestic or ornamental use
23.42;Manufacture of ceramic sanitary ware
23.43;Manufacture of ceramic insulators and insulating fittings
23.44;Manufacture of other technical ceramic products
23.49;Manufacture of other ceramic products
23.51;Manufacture of cement
23.52;Manufacture of lime and plaster
23.61;Manufacture of concrete building components
23.62;Manufacture of plaster elements for construction purposes
23.63;Manufacture of ready-mix concrete
23.64;Manufacture of dry mortars and concretes
23.65;Manufacture of fiber-cement products
23.69;Manufacture of other concrete, cement and plaster products
23.70;Stone cutting, shaping and finishing
23.91;Manufacture of abrasive products
23.99;Manufacture of other non-metallic mineral products n.e.c.
24.10;Iron and steel industry
24.20;Manufacture of steel tubes, pipes, hollow sections and related accessories
24.31;Cold drawing of bars
24.32;Cold rolling of strips
24.33;Cold forming by forming or bending
24.34;Cold wire drawing
24.41;Precious metals production
24.42;Aluminum metallurgy
24.43;Lead, zinc and tin metallurgy
24.44;Copper metallurgy
24.45;Metallurgy of other non-ferrous metals
24.46;Nuclear materials preparation and processing
24.51;Cast iron foundry
24.52;Steel casting
24.53;Light metal foundry
24.54;Casting of other non-ferrous metals
25.11;Manufacture of metal structures and parts of structures
25.12;Manufacture of metal doors and windows
25.21;Manufacture of central heating radiators and boilers
25.29;Manufacture of other metal tanks, cisterns and containers
25.30;Manufacture of steam generators, except central heating boilers
25.40;Manufacture of arms and ammunition
25.50;"Forging, pressing, stamping; powder metallurgy"
25.61;Metal treatment and coating
25.62;Machining
25.71;Cutlery manufacture
25.72;Manufacture of locks and fittings
25.73;Toolmaking
25.91;Manufacture of drums and similar metal packaging
25.92;Manufacture of light metal packaging
25.93;Manufacture of wire products, chains and springs
25.94;Manufacture of screws and bolts
25.99;Manufacture of other metal products n.e.c.
26.11;Manufacture of electronic components
26.12;Manufacture of assembled electronic boards
26.20;Manufacture of computers and peripheral equipment
26.30;Manufacture of communication equipment
26.40;Manufacture of consumer electronics
26.51;Manufacture of measuring, testing and navigation instruments and apparatus
26.52;Watchmaking
26.60;Manufacture of medical irradiation, electromedical and electrotherapeutic equipment
26.70;Manufacture of optical and photographic equipment
26.80;Manufacture of magnetic and optical media
27.11;Manufacture of electric motors, generators and transformers
27.12;Manufacture of electrical distribution and control equipment
27.20;Manufacture of batteries and accumulators
27.31;Manufacture of optical fiber cables
27.32;Manufacture of other electronic or electrical wires and cables
27.33;Manufacture of electrical installation equipment
27.40;Manufacture of electric lighting equipment
27.51;Manufacture of domestic appliances
27.52;Manufacture of non-electric household appliances
27.90;Manufacture of other electrical equipment
28.11;Manufacture of engines and turbines, except aircraft and vehicle engines
28.12;Manufacture of hydraulic and pneumatic equipment
28.13;Manufacture of other pumps and compressors
28.14;Manufacture of other valves and fittings
28.15;Manufacture of gears and mechanical transmission components
28.21;Manufacture of furnaces and burners
28.22;Manufacture of lifting and handling equipment
28.23;Manufacture of office machinery and equipment (except computers and peripheral equipment)
28.24;Manufacture of portable power tools
28.25;Manufacture of industrial air-conditioning and refrigeration equipment
28.29;Manufacture of general-purpose machinery
28.30;Manufacture of agricultural and forestry machinery
28.41;Manufacture of metal forming machines
28.49;Manufacture of other machine tools
28.91;Manufacture of metalworking machinery
28.92;Manufacture of mining and construction machinery
28.93;Manufacture of machinery for the food industry
28.94;Manufacture of machinery for the textile industry
28.95;Manufacture of machinery for the paper and cardboard industries
28.96;Manufacture of machinery for working rubber or plastics
28.99;Manufacture of other special-purpose machinery n.e.c.
29.10;Manufacture of motor vehicles
29.20;Manufacture of bodies and trailers
29.31;Manufacture of automotive electrical and electronic equipment
29.32;Manufacture of other automotive equipment
30.11;Shipbuilding and floating structures
30.12;Construction of pleasure boats
30.20;Construction of locomotives and other railway rolling stock
30.30;Manufacture of aircraft and spacecraft
30.40;Military combat vehicles
30.91;Manufacture of motorcycles
30.92;Manufacture of bicycles and invalid carriages
30.99;Manufacture of other transport equipment n.e.c.
31.01;Manufacture of office and store furniture
31.02;Manufacture of kitchen furniture
31.03;Manufacture of mattresses
31.09;Manufacture of other furniture
32.11;Coin minting
32.12;Manufacture of jewelry and related articles
32.13;Manufacture of costume jewelry and similar articles
32.20;Manufacture of musical instruments
32.30;Manufacture of sporting goods
32.40;Manufacture of toys and games
32.50;Manufacture of medical and dental instruments and supplies
32.91;Manufacture of brushware
32.99;Other manufacturing n.e.c.
33.11;Repair of metal structures
33.12;Repair of mechanical machinery and equipment
33.13;Repair of electronic and optical equipment
33.14;Repair of electrical equipment
33.15;Ship repair and maintenance
33.16;Repair and maintenance of aircraft and spacecraft
33.17;Repair and maintenance of other transport equipment
33.19;Repair of other equipment
33.20;Installation of industrial machinery and equipment
35.11;Power generation
35.12;Electricity transmission
35.13;Electricity distribution
35.14;Electricity trading
35.21;Production of gaseous fuels
35.22;Distribution of gaseous fuels through pipelines
35.23;Trade in piped gaseous fuels
35.30;Steam and air conditioning production and distribution
36.00;Water collection, treatment and distribution
37.00;Wastewater collection and treatment
38.11;Collection of non-hazardous waste
38.12;Hazardous waste collection
38.21;Treatment and disposal of non-hazardous waste
38.22;Hazardous waste treatment and disposal
38.31;Wreck dismantling
38.32;Sorted waste recovery
39.00;Depollution and other waste management services
41.10;Real estate development
41.20;Construction of residential and non-residential buildings
42.11;Road and highway construction
42.12;Construction of surface and underground railroads
42.13;Bridge and tunnel construction
42.21;Construction of fluid networks
42.22;Construction of electrical and telecommunications networks
42.91;Construction of maritime and fluvial structures
42.99;Construction of other civil engineering works n.e.c.
43.11;Demolition work
43.12;Site preparation work
43.13;Drilling and boring
43.21;Electrical installations
43.22;Plumbing, heating and air-conditioning installations
43.29;Other installation work
43.31;Plastering work
43.32;Carpentry work
43.33;Floor and wall covering work
43.34;Painting and glazing
43.39;Other finishing work
43.91;Roofing work
43.99;Other specialized construction work n.e.c.
45.11;Sale of cars and light motor vehicles
45.19;Trade in other motor vehicles
45.20;Maintenance and repair of motor vehicles
45.31;Wholesale of automotive equipment
45.32;Retail sale of automotive equipment
45.40;Trade and repair of motorcycles
46.11;Agents involved in the sale of agricultural raw materials, live animals, textile raw materials and semi-finished products
46.12;Agents involved in the sale of fuels, metals, minerals and chemicals
46.13;Agents involved in the sale of wood and building materials
46.14;Agents involved in the sale of machinery, industrial equipment, ships and aircraft
46.15;Agents involved in the sale of furniture, household goods and hardware
46.16;Agents involved in the sale of textiles, clothing, furs, footwear and leather goods
46.17;Agents specializing in the sale of food, beverages and tobacco
46.18;Agents specializing in the sale of other specific products
46.19;Intermediaries in the sale of miscellaneous products
46.21;Wholesale of cereals, unmanufactured tobacco, seeds and livestock feed
46.22;Wholesale of flowers and plants
46.23;Wholesale of live animals
46.24;Wholesale of hides and skins
46.31;Wholesale of fruit and vegetables
46.32;Wholesale of meat and meat products
46.33;Wholesale of dairy products, eggs, edible oils and fats
46.34;Wholesale of beverages
46.35;Wholesale of tobacco products
46.36;Wholesale of sugar, chocolate and confectionery
46.37;Wholesale of coffee, tea, cocoa and spices
46.38;Wholesale of other food products, including fish, crustaceans and molluscs
46.39;Non-specialized wholesale of food, beverages and tobacco
46.41;Wholesale of textiles
46.42;Wholesale of clothing and footwear
46.43;Wholesale of household appliances
46.44;Wholesale of crockery, glassware and cleaning products
46.45;Wholesale of perfumery and beauty products
46.46;Wholesale of pharmaceutical products
46.47;Wholesale of furniture, carpets and lighting equipment
46.48;Wholesale of watches, clocks and jewelry
46.49;Wholesale of other household goods
46.51;Wholesale of computers, peripheral computer equipment and software
46.52;Wholesale of electronic and telecommunications components and equipment
46.61;Wholesale of agricultural equipment
46.62;Wholesale of machine tools
46.63;Wholesale of mining, construction and civil engineering machinery
46.64;Wholesale of machinery for the textile and clothing industries
46.65;Wholesale of office furniture
46.66;Wholesale of other office machinery and equipment
46.69;Wholesale of other machinery and equipment
46.71;Wholesale of fuels and related products
46.72;Wholesale of ores and metals
46.73;Wholesale of wood, building materials and sanitary appliances
46.74;Wholesale of hardware, plumbing and heating supplies
46.75;Wholesale of chemical products
46.76;Wholesale of other intermediate products
46.77;Wholesale of waste and scrap
46.90;Non-specialized wholesale
47.11;Retail sale in non-specialized stores with food predominating
47.19;Other retail in non-specialized stores
47.21;Retail sale of fruit and vegetables in specialized stores
47.22;Retail sale of meat and meat products in specialized stores
47.23;Retail sale of fish, crustaceans and molluscs in specialized stores
47.24;Retail sale of bread, pastries and confectionery in specialized stores
47.25;Retail sale of beverages in specialized stores
47.26;Retail sale of tobacco products in specialized stores
47.29;Other food retailing in specialized stores
47.30;Fuel retailing in specialized stores
47.41;Retail sale of computers, peripherals and software in specialized stores
47.42;Retail sale of telecommunications equipment in specialized stores
47.43;Retail sale of audio/video equipment in specialized stores
47.51;Retail sale of textiles in specialized stores
47.52;Retail sale of hardware, paint and glass in specialized stores
47.53;Retail sale of carpets, wall and floor coverings in specialized stores
47.54;Retail sale of household appliances in specialized stores
47.59;Retail sale of furniture, lighting equipment and other household articles in specialized stores
47.61;Retail sale of books in specialized stores
47.62;Retail sale of newspapers and stationery in specialized stores
47.63;Retail sale of music and video recordings in specialized stores
47.64;Retail sale of sporting goods in specialized stores
47.65;Retail sale of games and toys in specialized stores
47.71;Retail sale of clothing in specialized stores
47.72;Retail sale of footwear and leather goods in specialized stores
47.73;Retail sale of pharmaceutical products in specialized stores
47.74;Retail sale of medical and orthopedic articles in specialized stores
47.75;Retail sale of perfume and beauty products in specialized stores
47.76;Retail sale of flowers, plants, seeds, fertilizers, pets and pet food in specialized stores
47.77;Retail sale of watches and jewelry in specialized stores
47.78;Other retail sale of new goods in specialized stores
47.79;Retail sale of second-hand goods in specialized stores
47.81;Food retailing in stalls and markets
47.82;Retail sale of textiles, clothing and footwear in stalls and markets
47.89;Other stall and market retail
47.91;Distance selling
47.99;Other non-store, stall or market retailing
49.10;Intercity passenger rail transport
49.20;Freight rail transport
49.31;Urban and suburban passenger transport
49.32;Passenger cab transport
49.39;Other passenger land transport n.e.c.
49.41;Road freight transport
49.42;Removal services
49.50;Pipeline transport
50.10;Maritime and coastal passenger transport
50.20;Sea and coastal freight transport
50.30;River passenger transport
50.40;River freight transport
51.10;Passenger air transport
51.21;Air freight transport
51.22;Space transportation
